PXD,SampleGroup,ReferencePXD,SourceProteinID,IdentifierType,MappedBaseAccessions,IsDdr
PXD066054,BPH,PXD066054,Q7Z7F7,UniProtKB,Q7Z7F7,FALSE
PXD066054,BPH,PXD066054,Q7Z7G0,UniProtKB,Q7Z7G0,FALSE
PXD066054,BPH,PXD066054,Q7Z7G8,UniProtKB,Q7Z7G8,FALSE
PXD066054,BPH,PXD066054,Q7Z7H5,UniProtKB,Q7Z7H5,FALSE
PXD066054,BPH,PXD066054,Q7Z7H8,UniProtKB,Q7Z7H8,FALSE
PXD066054,BPH,PXD066054,Q7Z7K0,UniProtKB,Q7Z7K0,FALSE
PXD066054,BPH,PXD066054,Q7Z7K6,UniProtKB,Q7Z7K6,FALSE
PXD066054,BPH,PXD066054,Q7Z7L7,UniProtKB,Q7Z7L7,FALSE
PXD066054,BPH,PXD066054,Q7Z7L8,UniProtKB,Q7Z7L8,FALSE
PXD066054,BPH,PXD066054,Q86SF2,UniProtKB,Q86SF2,FALSE
PXD066054,BPH,PXD066054,Q86SK9,UniProtKB,Q86SK9,FALSE
PXD066054,BPH,PXD066054,Q86SQ0,UniProtKB,Q86SQ0,FALSE
PXD066054,BPH,PXD066054,Q86SR1,UniProtKB,Q86SR1,FALSE
PXD066054,BPH,PXD066054,Q86SU0,UniProtKB,Q86SU0,FALSE
PXD066054,BPH,PXD066054,Q86SX6,UniProtKB,Q86SX6,FALSE
PXD066054,BPH,PXD066054,Q86SZ2,UniProtKB,Q86SZ2,FALSE
PXD066054,BPH,PXD066054,Q86T03,UniProtKB,Q86T03,FALSE
PXD066054,BPH,PXD066054,Q86T13,UniProtKB,Q86T13,FALSE
PXD066054,BPH,PXD066054,Q86T65,UniProtKB,Q86T65,FALSE
PXD066054,BPH,PXD066054,Q86TB9,UniProtKB,Q86TB9,FALSE
PXD066054,BPH,PXD066054,Q86TH1,UniProtKB,Q86TH1,FALSE
PXD066054,BPH,PXD066054,Q86TI0,UniProtKB,Q86TI0,FALSE
PXD066054,BPH,PXD066054,Q86TI2,UniProtKB,Q86TI2,FALSE
PXD066054,BPH,PXD066054,Q86TJ2,UniProtKB,Q86TJ2,FALSE
PXD066054,BPH,PXD066054,Q86TM6,UniProtKB,Q86TM6,FALSE
PXD066054,BPH,PXD066054,Q86TN4,UniProtKB,Q86TN4,FALSE
PXD066054,BPH,PXD066054,Q86TP1,UniProtKB,Q86TP1,FALSE
PXD066054,BPH,PXD066054,Q86TU7,UniProtKB,Q86TU7,FALSE
PXD066054,BPH,PXD066054,Q86TW2,UniProtKB,Q86TW2,FALSE
PXD066054,BPH,PXD066054,Q86TX2,UniProtKB,Q86TX2,FALSE
PXD066054,BPH,PXD066054,Q86U28,UniProtKB,Q86U28,FALSE
PXD066054,BPH,PXD066054,Q86U38,UniProtKB,Q86U38,FALSE
PXD066054,BPH,PXD066054,Q86U42,UniProtKB,Q86U42,FALSE
PXD066054,BPH,PXD066054,Q86U44,UniProtKB,Q86U44,TRUE
PXD066054,BPH,PXD066054,Q86U70,UniProtKB,Q86U70,FALSE
PXD066054,BPH,PXD066054,Q86U86,UniProtKB,Q86U86,FALSE
PXD066054,BPH,PXD066054,Q86U90,UniProtKB,Q86U90,FALSE
PXD066054,BPH,PXD066054,Q86UA1,UniProtKB,Q86UA1,FALSE
PXD066054,BPH,PXD066054,Q86UD1,UniProtKB,Q86UD1,FALSE
PXD066054,BPH,PXD066054,Q86UE4,UniProtKB,Q86UE4,FALSE
PXD066054,BPH,PXD066054,Q86UE8,UniProtKB,Q86UE8,FALSE
PXD066054,BPH,PXD066054,Q86UK7,UniProtKB,Q86UK7,FALSE
PXD066054,BPH,PXD066054,Q86UN2,UniProtKB,Q86UN2,FALSE
PXD066054,BPH,PXD066054,Q86UN3,UniProtKB,Q86UN3,FALSE
PXD066054,BPH,PXD066054,Q86UP2,UniProtKB,Q86UP2,FALSE
PXD066054,BPH,PXD066054,Q86UR1,UniProtKB,Q86UR1,FALSE
PXD066054,BPH,PXD066054,Q86US8,UniProtKB,Q86US8,FALSE
PXD066054,BPH,PXD066054,Q86UT6,UniProtKB,Q86UT6,FALSE
PXD066054,BPH,PXD066054,Q86UT8,UniProtKB,Q86UT8,FALSE
PXD066054,BPH,PXD066054,Q86UU0,UniProtKB,Q86UU0,FALSE
PXD066054,BPH,PXD066054,Q86UU1,UniProtKB,Q86UU1,FALSE
PXD066054,BPH,PXD066054,Q86UV5,UniProtKB,Q86UV5,FALSE
PXD066054,BPH,PXD066054,Q86UW7,UniProtKB,Q86UW7,FALSE
PXD066054,BPH,PXD066054,Q86UW9,UniProtKB,Q86UW9,FALSE
PXD066054,BPH,PXD066054,Q86UX2,UniProtKB,Q86UX2,FALSE
PXD066054,BPH,PXD066054,Q86UX7,UniProtKB,Q86UX7,FALSE
PXD066054,BPH,PXD066054,Q86UY8,UniProtKB,Q86UY8,FALSE
PXD066054,BPH,PXD066054,Q86V15,UniProtKB,Q86V15,FALSE
PXD066054,BPH,PXD066054,Q86V21,UniProtKB,Q86V21,FALSE
PXD066054,BPH,PXD066054,Q86V48,UniProtKB,Q86V48,FALSE
PXD066054,BPH,PXD066054,Q86V81,UniProtKB,Q86V81,FALSE
PXD066054,BPH,PXD066054,Q86V85,UniProtKB,Q86V85,FALSE
PXD066054,BPH,PXD066054,Q86V88,UniProtKB,Q86V88,FALSE
PXD066054,BPH,PXD066054,Q86VB7,UniProtKB,Q86VB7,FALSE
PXD066054,BPH,PXD066054,Q86VE9,UniProtKB,Q86VE9,FALSE
PXD066054,BPH,PXD066054,Q86VM9,UniProtKB,Q86VM9,FALSE
PXD066054,BPH,PXD066054,Q86VN1,UniProtKB,Q86VN1,FALSE
PXD066054,BPH,PXD066054,Q86VP1,UniProtKB,Q86VP1,FALSE
PXD066054,BPH,PXD066054,Q86VP3,UniProtKB,Q86VP3,FALSE
PXD066054,BPH,PXD066054,Q86VP6,UniProtKB,Q86VP6,FALSE
PXD066054,BPH,PXD066054,Q86VR2,UniProtKB,Q86VR2,FALSE
PXD066054,BPH,PXD066054,Q86VS8,UniProtKB,Q86VS8,FALSE
PXD066054,BPH,PXD066054,Q86VU5,UniProtKB,Q86VU5,FALSE
PXD066054,BPH,PXD066054,Q86VW0,UniProtKB,Q86VW0,FALSE
PXD066054,BPH,PXD066054,Q86VW2,UniProtKB,Q86VW2,FALSE
PXD066054,BPH,PXD066054,Q86VX2,UniProtKB,Q86VX2,FALSE
PXD066054,BPH,PXD066054,Q86VY4,UniProtKB,Q86VY4,FALSE
PXD066054,BPH,PXD066054,Q86VZ4,UniProtKB,Q86VZ4,FALSE
PXD066054,BPH,PXD066054,Q86VZ5,UniProtKB,Q86VZ5,FALSE
PXD066054,BPH,PXD066054,Q86W25,UniProtKB,Q86W25,FALSE
PXD066054,BPH,PXD066054,Q86W34,UniProtKB,Q86W34,FALSE
PXD066054,BPH,PXD066054,Q86W42,UniProtKB,Q86W42,FALSE
PXD066054,BPH,PXD066054,Q86W50,UniProtKB,Q86W50,FALSE
PXD066054,BPH,PXD066054,Q86W56,UniProtKB,Q86W56,TRUE
PXD066054,BPH,PXD066054,Q86W92,UniProtKB,Q86W92,FALSE
PXD066054,BPH,PXD066054,Q86WA6,UniProtKB,Q86WA6,FALSE
PXD066054,BPH,PXD066054,Q86WA8,UniProtKB,Q86WA8,FALSE
PXD066054,BPH,PXD066054,Q86WB0,UniProtKB,Q86WB0,FALSE
PXD066054,BPH,PXD066054,Q86WG5,UniProtKB,Q86WG5,FALSE
PXD066054,BPH,PXD066054,Q86WH2,UniProtKB,Q86WH2,FALSE
PXD066054,BPH,PXD066054,Q86WJ1,UniProtKB,Q86WJ1,TRUE
PXD066054,BPH,PXD066054,Q86WQ0,UniProtKB,Q86WQ0,FALSE
PXD066054,BPH,PXD066054,Q86WR0,UniProtKB,Q86WR0,FALSE
PXD066054,BPH,PXD066054,Q86WR7,UniProtKB,Q86WR7,FALSE
PXD066054,BPH,PXD066054,Q86WU2,UniProtKB,Q86WU2,FALSE
PXD066054,BPH,PXD066054,Q86WV6,UniProtKB,Q86WV6,FALSE
PXD066054,BPH,PXD066054,Q86WW8,UniProtKB,Q86WW8,FALSE
PXD066054,BPH,PXD066054,Q86WX3,UniProtKB,Q86WX3,FALSE
PXD066054,BPH,PXD066054,Q86X02,UniProtKB,Q86X02,FALSE
PXD066054,BPH,PXD066054,Q86X10,UniProtKB,Q86X10,FALSE
PXD066054,BPH,PXD066054,Q86X29,UniProtKB,Q86X29,FALSE
PXD066054,BPH,PXD066054,Q86X52,UniProtKB,Q86X52,FALSE
PXD066054,BPH,PXD066054,Q86X53,UniProtKB,Q86X53,FALSE
PXD066054,BPH,PXD066054,Q86X55,UniProtKB,Q86X55,FALSE
PXD066054,BPH,PXD066054,Q86X76,UniProtKB,Q86X76,FALSE
PXD066054,BPH,PXD066054,Q86X83,UniProtKB,Q86X83,FALSE
PXD066054,BPH,PXD066054,Q86X95,UniProtKB,Q86X95,FALSE
PXD066054,BPH,PXD066054,Q86XA9,UniProtKB,Q86XA9,FALSE
PXD066054,BPH,PXD066054,Q86XE5,UniProtKB,Q86XE5,FALSE
PXD066054,BPH,PXD066054,Q86XH1,UniProtKB,Q86XH1,FALSE
PXD066054,BPH,PXD066054,Q86XK2,UniProtKB,Q86XK2,FALSE
PXD066054,BPH,PXD066054,Q86XL3,UniProtKB,Q86XL3,FALSE
PXD066054,BPH,PXD066054,Q86XN6,UniProtKB,Q86XN6,FALSE
PXD066054,BPH,PXD066054,Q86XN8,UniProtKB,Q86XN8,FALSE
PXD066054,BPH,PXD066054,Q86XP3,UniProtKB,Q86XP3,FALSE
PXD066054,BPH,PXD066054,Q86XS8,UniProtKB,Q86XS8,FALSE
PXD066054,BPH,PXD066054,Q86XZ4,UniProtKB,Q86XZ4,FALSE
PXD066054,BPH,PXD066054,Q86Y07,UniProtKB,Q86Y07,TRUE
PXD066054,BPH,PXD066054,Q86Y13,UniProtKB,Q86Y13,FALSE
PXD066054,BPH,PXD066054,Q86Y38,UniProtKB,Q86Y38,FALSE
PXD066054,BPH,PXD066054,Q86Y39,UniProtKB,Q86Y39,FALSE
PXD066054,BPH,PXD066054,Q86Y46,UniProtKB,Q86Y46,FALSE
PXD066054,BPH,PXD066054,Q86Y56,UniProtKB,Q86Y56,FALSE
PXD066054,BPH,PXD066054,Q86Y79,UniProtKB,Q86Y79,FALSE
PXD066054,BPH,PXD066054,Q86Y82,UniProtKB,Q86Y82,FALSE
PXD066054,BPH,PXD066054,Q86YB7,UniProtKB,Q86YB7,FALSE
PXD066054,BPH,PXD066054,Q86YB8,UniProtKB,Q86YB8,FALSE
PXD066054,BPH,PXD066054,Q86YD1,UniProtKB,Q86YD1,FALSE
PXD066054,BPH,PXD066054,Q86YE8,UniProtKB,Q86YE8,FALSE
PXD066054,BPH,PXD066054,Q86YH6,UniProtKB,Q86YH6,FALSE
PXD066054,BPH,PXD066054,Q86YL5,UniProtKB,Q86YL5,FALSE
PXD066054,BPH,PXD066054,Q86YM7,UniProtKB,Q86YM7,FALSE
PXD066054,BPH,PXD066054,Q86YP4,UniProtKB,Q86YP4,FALSE
PXD066054,BPH,PXD066054,Q86YR5,UniProtKB,Q86YR5,FALSE
PXD066054,BPH,PXD066054,Q86YS6,UniProtKB,Q86YS6,FALSE
PXD066054,BPH,PXD066054,Q86YS7,UniProtKB,Q86YS7,FALSE
PXD066054,BPH,PXD066054,Q86YT6,UniProtKB,Q86YT6,FALSE
PXD066054,BPH,PXD066054,Q86YV0,UniProtKB,Q86YV0,FALSE
PXD066054,BPH,PXD066054,Q86YV5,UniProtKB,Q86YV5,FALSE
PXD066054,BPH,PXD066054,Q86YV9,UniProtKB,Q86YV9,FALSE
PXD066054,BPH,PXD066054,Q86YZ3,UniProtKB,Q86YZ3,FALSE
PXD066054,BPH,PXD066054,Q8IU81,UniProtKB,Q8IU81,FALSE
PXD066054,BPH,PXD066054,Q8IU85,UniProtKB,Q8IU85,FALSE
PXD066054,BPH,PXD066054,Q8IUC4,UniProtKB,Q8IUC4,FALSE
PXD066054,BPH,PXD066054,Q8IUD2,UniProtKB,Q8IUD2,FALSE
PXD066054,BPH,PXD066054,Q8IUD6,UniProtKB,Q8IUD6,FALSE
PXD066054,BPH,PXD066054,Q8IUE6,UniProtKB,Q8IUE6,FALSE
PXD066054,BPH,PXD066054,Q8IUF1,UniProtKB,Q8IUF1,FALSE
PXD066054,BPH,PXD066054,Q8IUF8,UniProtKB,Q8IUF8,FALSE
PXD066054,BPH,PXD066054,Q8IUG1,UniProtKB,Q8IUG1,FALSE
PXD066054,BPH,PXD066054,Q8IUH3,UniProtKB,Q8IUH3,FALSE
PXD066054,BPH,PXD066054,Q8IUH4,UniProtKB,Q8IUH4,FALSE
PXD066054,BPH,PXD066054,Q8IUI8,UniProtKB,Q8IUI8,FALSE
PXD066054,BPH,PXD066054,Q8IUK5,UniProtKB,Q8IUK5,FALSE
PXD066054,BPH,PXD066054,Q8IUR0,UniProtKB,Q8IUR0,FALSE
PXD066054,BPH,PXD066054,Q8IUR7,UniProtKB,Q8IUR7,FALSE
PXD066054,BPH,PXD066054,Q8IUX7,UniProtKB,Q8IUX7,FALSE
PXD066054,BPH,PXD066054,Q8IUZ5,UniProtKB,Q8IUZ5,FALSE
PXD066054,BPH,PXD066054,Q8IV04,UniProtKB,Q8IV04,FALSE
PXD066054,BPH,PXD066054,Q8IV08,UniProtKB,Q8IV08,FALSE
PXD066054,BPH,PXD066054,Q8IV32,UniProtKB,Q8IV32,FALSE
PXD066054,BPH,PXD066054,Q8IV36,UniProtKB,Q8IV36,FALSE
PXD066054,BPH,PXD066054,Q8IV38,UniProtKB,Q8IV38,FALSE
PXD066054,BPH,PXD066054,Q8IV48,UniProtKB,Q8IV48,FALSE
PXD066054,BPH,PXD066054,Q8IV50,UniProtKB,Q8IV50,FALSE
PXD066054,BPH,PXD066054,Q8IV63,UniProtKB,Q8IV63,TRUE
PXD066054,BPH,PXD066054,Q8IVB4,UniProtKB,Q8IVB4,FALSE
PXD066054,BPH,PXD066054,Q8IVB5,UniProtKB,Q8IVB5,FALSE
PXD066054,BPH,PXD066054,Q8IVD9,UniProtKB,Q8IVD9,FALSE
PXD066054,BPH,PXD066054,Q8IVF2,UniProtKB,Q8IVF2,FALSE
PXD066054,BPH,PXD066054,Q8IVH2,UniProtKB,Q8IVH2,FALSE
PXD066054,BPH,PXD066054,Q8IVH4,UniProtKB,Q8IVH4,FALSE
PXD066054,BPH,PXD066054,Q8IVH8,UniProtKB,Q8IVH8,FALSE
PXD066054,BPH,PXD066054,Q8IVI9,UniProtKB,Q8IVI9,FALSE
PXD066054,BPH,PXD066054,Q8IVL5,UniProtKB,Q8IVL5,FALSE
PXD066054,BPH,PXD066054,Q8IVL6,UniProtKB,Q8IVL6,FALSE
PXD066054,BPH,PXD066054,Q8IVM0,UniProtKB,Q8IVM0,FALSE
PXD066054,BPH,PXD066054,Q8IVN3,UniProtKB,Q8IVN3,FALSE
PXD066054,BPH,PXD066054,Q8IVN8,UniProtKB,Q8IVN8,FALSE
PXD066054,BPH,PXD066054,Q8IVQ6,UniProtKB,Q8IVQ6,FALSE
PXD066054,BPH,PXD066054,Q8IVS2,UniProtKB,Q8IVS2,FALSE
PXD066054,BPH,PXD066054,Q8IVW6,UniProtKB,Q8IVW6,FALSE
PXD066054,BPH,PXD066054,Q8IW00,UniProtKB,Q8IW00,FALSE
PXD066054,BPH,PXD066054,Q8IW19,UniProtKB,Q8IW19,TRUE
PXD066054,BPH,PXD066054,Q8IW45,UniProtKB,Q8IW45,FALSE
PXD066054,BPH,PXD066054,Q8IW92,UniProtKB,Q8IW92,FALSE
PXD066054,BPH,PXD066054,Q8IWA0,UniProtKB,Q8IWA0,FALSE
PXD066054,BPH,PXD066054,Q8IWA4,UniProtKB,Q8IWA4,FALSE
PXD066054,BPH,PXD066054,Q8IWA5,UniProtKB,Q8IWA5,FALSE
PXD066054,BPH,PXD066054,Q8IWB7,UniProtKB,Q8IWB7,FALSE
PXD066054,BPH,PXD066054,Q8IWB9,UniProtKB,Q8IWB9,FALSE
PXD066054,BPH,PXD066054,Q8IWD4,UniProtKB,Q8IWD4,FALSE
PXD066054,BPH,PXD066054,Q8IWE2,UniProtKB,Q8IWE2,FALSE
PXD066054,BPH,PXD066054,Q8IWE4,UniProtKB,Q8IWE4,FALSE
PXD066054,BPH,PXD066054,Q8IWE5,UniProtKB,Q8IWE5,FALSE
PXD066054,BPH,PXD066054,Q8IWF6,UniProtKB,Q8IWF6,FALSE
PXD066054,BPH,PXD066054,Q8IWF9,UniProtKB,Q8IWF9,FALSE
PXD066054,BPH,PXD066054,Q8IWI9,UniProtKB,Q8IWI9,FALSE
PXD066054,BPH,PXD066054,Q8IWJ2,UniProtKB,Q8IWJ2,FALSE
PXD066054,BPH,PXD066054,Q8IWL1,UniProtKB,Q8IWL1,FALSE
PXD066054,BPH,PXD066054,Q8IWL2,UniProtKB,Q8IWL2,FALSE
PXD066054,BPH,PXD066054,Q8IWP9,UniProtKB,Q8IWP9,FALSE
PXD066054,BPH,PXD066054,Q8IWR0,UniProtKB,Q8IWR0,FALSE
PXD066054,BPH,PXD066054,Q8IWS0,UniProtKB,Q8IWS0,FALSE
PXD066054,BPH,PXD066054,Q8IWT0,UniProtKB,Q8IWT0,FALSE
PXD066054,BPH,PXD066054,Q8IWT6,UniProtKB,Q8IWT6,FALSE
PXD066054,BPH,PXD066054,Q8IWU2,UniProtKB,Q8IWU2,FALSE
PXD066054,BPH,PXD066054,Q8IWU5,UniProtKB,Q8IWU5,FALSE
PXD066054,BPH,PXD066054,Q8IWU6,UniProtKB,Q8IWU6,FALSE
PXD066054,BPH,PXD066054,Q8IWV2,UniProtKB,Q8IWV2,FALSE
PXD066054,BPH,PXD066054,Q8IWV7,UniProtKB,Q8IWV7,FALSE
PXD066054,BPH,PXD066054,Q8IWV8,UniProtKB,Q8IWV8,FALSE
PXD066054,BPH,PXD066054,Q8IWW6,UniProtKB,Q8IWW6,FALSE
PXD066054,BPH,PXD066054,Q8IWW8,UniProtKB,Q8IWW8,FALSE
PXD066054,BPH,PXD066054,Q8IWX8,UniProtKB,Q8IWX8,FALSE
PXD066054,BPH,PXD066054,Q8IWY4,UniProtKB,Q8IWY4,FALSE
PXD066054,BPH,PXD066054,Q8IWY9,UniProtKB,Q8IWY9,FALSE
PXD066054,BPH,PXD066054,Q8IWZ3,UniProtKB,Q8IWZ3,FALSE
PXD066054,BPH,PXD066054,Q8IWZ6,UniProtKB,Q8IWZ6,FALSE
PXD066054,BPH,PXD066054,Q8IWZ8,UniProtKB,Q8IWZ8,FALSE
PXD066054,BPH,PXD066054,Q8IX01,UniProtKB,Q8IX01,FALSE
PXD066054,BPH,PXD066054,Q8IX03,UniProtKB,Q8IX03,FALSE
PXD066054,BPH,PXD066054,Q8IX04,UniProtKB,Q8IX04,FALSE
PXD066054,BPH,PXD066054,Q8IX05,UniProtKB,Q8IX05,FALSE
PXD066054,BPH,PXD066054,Q8IX12,UniProtKB,Q8IX12,FALSE
PXD066054,BPH,PXD066054,Q8IX15,UniProtKB,Q8IX15,FALSE
PXD066054,BPH,PXD066054,Q8IX18,UniProtKB,Q8IX18,FALSE
PXD066054,BPH,PXD066054,Q8IX30,UniProtKB,Q8IX30,FALSE
PXD066054,BPH,PXD066054,Q8IXB1,UniProtKB,Q8IXB1,FALSE
PXD066054,BPH,PXD066054,Q8IXH6,UniProtKB,Q8IXH6,FALSE
PXD066054,BPH,PXD066054,Q8IXH7,UniProtKB,Q8IXH7,FALSE
PXD066054,BPH,PXD066054,Q8IXI1,UniProtKB,Q8IXI1,FALSE
PXD066054,BPH,PXD066054,Q8IXI2,UniProtKB,Q8IXI2,FALSE
PXD066054,BPH,PXD066054,Q8IXJ6,UniProtKB,Q8IXJ6,FALSE
PXD066054,BPH,PXD066054,Q8IXK0,UniProtKB,Q8IXK0,FALSE
PXD066054,BPH,PXD066054,Q8IXK2,UniProtKB,Q8IXK2,FALSE
PXD066054,BPH,PXD066054,Q8IXL7,UniProtKB,Q8IXL7,FALSE
PXD066054,BPH,PXD066054,Q8IXM2,UniProtKB,Q8IXM2,FALSE
PXD066054,BPH,PXD066054,Q8IXM3,UniProtKB,Q8IXM3,FALSE
PXD066054,BPH,PXD066054,Q8IXQ4,UniProtKB,Q8IXQ4,FALSE
PXD066054,BPH,PXD066054,Q8IXQ6,UniProtKB,Q8IXQ6,TRUE
PXD066054,BPH,PXD066054,Q8IXQ9,UniProtKB,Q8IXQ9,FALSE
PXD066054,BPH,PXD066054,Q8IXS8,UniProtKB,Q8IXS8,FALSE
PXD066054,BPH,PXD066054,Q8IXT5,UniProtKB,Q8IXT5,FALSE
PXD066054,BPH,PXD066054,Q8IXW5,UniProtKB,Q8IXW5,FALSE
PXD066054,BPH,PXD066054,Q8IXZ2,UniProtKB,Q8IXZ2,FALSE
PXD066054,BPH,PXD066054,Q8IY17,UniProtKB,Q8IY17,FALSE
PXD066054,BPH,PXD066054,Q8IY18,UniProtKB,Q8IY18,TRUE
PXD066054,BPH,PXD066054,Q8IY21,UniProtKB,Q8IY21,FALSE
PXD066054,BPH,PXD066054,Q8IY26,UniProtKB,Q8IY26,FALSE
PXD066054,BPH,PXD066054,Q8IY31,UniProtKB,Q8IY31,FALSE
PXD066054,BPH,PXD066054,Q8IY33,UniProtKB,Q8IY33,FALSE
PXD066054,BPH,PXD066054,Q8IY37,UniProtKB,Q8IY37,FALSE
PXD066054,BPH,PXD066054,Q8IY63,UniProtKB,Q8IY63,FALSE
PXD066054,BPH,PXD066054,Q8IY67,UniProtKB,Q8IY67,FALSE
PXD066054,BPH,PXD066054,Q8IY81,UniProtKB,Q8IY81,FALSE
PXD066054,BPH,PXD066054,Q8IY95,UniProtKB,Q8IY95,FALSE
PXD066054,BPH,PXD066054,Q8IYB3,UniProtKB,Q8IYB3,FALSE
PXD066054,BPH,PXD066054,Q8IYB5,UniProtKB,Q8IYB5,FALSE
PXD066054,BPH,PXD066054,Q8IYB7,UniProtKB,Q8IYB7,FALSE
PXD066054,BPH,PXD066054,Q8IYB8,UniProtKB,Q8IYB8,FALSE
PXD066054,BPH,PXD066054,Q8IYD1,UniProtKB,Q8IYD1,FALSE
PXD066054,BPH,PXD066054,Q8IYH5,UniProtKB,Q8IYH5,FALSE
PXD066054,BPH,PXD066054,Q8IYI6,UniProtKB,Q8IYI6,FALSE
PXD066054,BPH,PXD066054,Q8IYJ3,UniProtKB,Q8IYJ3,FALSE
PXD066054,BPH,PXD066054,Q8IYL3,UniProtKB,Q8IYL3,FALSE
PXD066054,BPH,PXD066054,Q8IYM9,UniProtKB,Q8IYM9,FALSE
PXD066054,BPH,PXD066054,Q8IYQ7,UniProtKB,Q8IYQ7,FALSE
PXD066054,BPH,PXD066054,Q8IYS1,UniProtKB,Q8IYS1,FALSE
PXD066054,BPH,PXD066054,Q8IYS2,UniProtKB,Q8IYS2,FALSE
PXD066054,BPH,PXD066054,Q8IYU2,UniProtKB,Q8IYU2,FALSE
PXD066054,BPH,PXD066054,Q8IYU8,UniProtKB,Q8IYU8,FALSE
PXD066054,BPH,PXD066054,Q8IZ07,UniProtKB,Q8IZ07,FALSE
PXD066054,BPH,PXD066054,Q8IZ21,UniProtKB,Q8IZ21,FALSE
PXD066054,BPH,PXD066054,Q8IZ26,UniProtKB,Q8IZ26,FALSE
PXD066054,BPH,PXD066054,Q8IZ41,UniProtKB,Q8IZ41,FALSE
PXD066054,BPH,PXD066054,Q8IZ69,UniProtKB,Q8IZ69,FALSE
PXD066054,BPH,PXD066054,Q8IZ73,UniProtKB,Q8IZ73,FALSE
PXD066054,BPH,PXD066054,Q8IZ81,UniProtKB,Q8IZ81,FALSE
PXD066054,BPH,PXD066054,Q8IZ83,UniProtKB,Q8IZ83,FALSE
PXD066054,BPH,PXD066054,Q8IZA0,UniProtKB,Q8IZA0,FALSE
PXD066054,BPH,PXD066054,Q8IZC6,UniProtKB,Q8IZC6,FALSE
PXD066054,BPH,PXD066054,Q8IZD4,UniProtKB,Q8IZD4,FALSE
PXD066054,BPH,PXD066054,Q8IZE3,UniProtKB,Q8IZE3,FALSE
PXD066054,BPH,PXD066054,Q8IZH2,UniProtKB,Q8IZH2,FALSE
PXD066054,BPH,PXD066054,Q8IZJ3,UniProtKB,Q8IZJ3,FALSE
PXD066054,BPH,PXD066054,Q8IZL8,UniProtKB,Q8IZL8,FALSE
PXD066054,BPH,PXD066054,Q8IZM8,UniProtKB,Q8IZM8,FALSE
PXD066054,BPH,PXD066054,Q8IZP0,UniProtKB,Q8IZP0,FALSE
PXD066054,BPH,PXD066054,Q8IZP9,UniProtKB,Q8IZP9,FALSE
PXD066054,BPH,PXD066054,Q8IZQ1,UniProtKB,Q8IZQ1,FALSE
PXD066054,BPH,PXD066054,Q8IZQ5,UniProtKB,Q8IZQ5,FALSE
PXD066054,BPH,PXD066054,Q8IZR5,UniProtKB,Q8IZR5,FALSE
PXD066054,BPH,PXD066054,Q8IZV5,UniProtKB,Q8IZV5,FALSE
PXD066054,BPH,PXD066054,Q8J025,UniProtKB,Q8J025,FALSE
PXD066054,BPH,PXD066054,Q8N0T1,UniProtKB,Q8N0T1,FALSE
PXD066054,BPH,PXD066054,Q8N0U4,UniProtKB,Q8N0U4,FALSE
PXD066054,BPH,PXD066054,Q8N0U8,UniProtKB,Q8N0U8,FALSE
PXD066054,BPH,PXD066054,Q8N0V3,UniProtKB,Q8N0V3,FALSE
PXD066054,BPH,PXD066054,Q8N0W3,UniProtKB,Q8N0W3,FALSE
PXD066054,BPH,PXD066054,Q8N0W4,UniProtKB,Q8N0W4,FALSE
PXD066054,BPH,PXD066054,Q8N0X4,UniProtKB,Q8N0X4,FALSE
PXD066054,BPH,PXD066054,Q8N0X7,UniProtKB,Q8N0X7,FALSE
PXD066054,BPH,PXD066054,Q8N0Y2,UniProtKB,Q8N0Y2,FALSE
PXD066054,BPH,PXD066054,Q8N0Z3,UniProtKB,Q8N0Z3,FALSE
PXD066054,BPH,PXD066054,Q8N0Z6,UniProtKB,Q8N0Z6,TRUE
PXD066054,BPH,PXD066054,Q8N0Z8,UniProtKB,Q8N0Z8,FALSE
PXD066054,BPH,PXD066054,Q8N108,UniProtKB,Q8N108,FALSE
PXD066054,BPH,PXD066054,Q8N111,UniProtKB,Q8N111,FALSE
PXD066054,BPH,PXD066054,Q8N122,UniProtKB,Q8N122,TRUE
PXD066054,BPH,PXD066054,Q8N128,UniProtKB,Q8N128,FALSE
PXD066054,BPH,PXD066054,Q8N129,UniProtKB,Q8N129,FALSE
PXD066054,BPH,PXD066054,Q8N131,UniProtKB,Q8N131,FALSE
PXD066054,BPH,PXD066054,Q8N138,UniProtKB,Q8N138,FALSE
PXD066054,BPH,PXD066054,Q8N142,UniProtKB,Q8N142,FALSE
PXD066054,BPH,PXD066054,Q8N163,UniProtKB,Q8N163,FALSE
PXD066054,BPH,PXD066054,Q8N183,UniProtKB,Q8N183,FALSE
PXD066054,BPH,PXD066054,Q8N1B4,UniProtKB,Q8N1B4,FALSE
PXD066054,BPH,PXD066054,Q8N1F7,UniProtKB,Q8N1F7,FALSE
PXD066054,BPH,PXD066054,Q8N1F8,UniProtKB,Q8N1F8,FALSE
PXD066054,BPH,PXD066054,Q8N1G0,UniProtKB,Q8N1G0,FALSE
PXD066054,BPH,PXD066054,Q8N1G2,UniProtKB,Q8N1G2,FALSE
PXD066054,BPH,PXD066054,Q8N1G4,UniProtKB,Q8N1G4,FALSE
PXD066054,BPH,PXD066054,Q8N1I0,UniProtKB,Q8N1I0,FALSE
PXD066054,BPH,PXD066054,Q8N1Q1,UniProtKB,Q8N1Q1,FALSE
