PXD,SampleGroup,RegulatorBaseAccession,GeneSymbol,WholeProteomeRelativePercentile,DetectedSampleCount,QuantSampleCount,DetectedSampleFraction,MedianLog2SignalDetected,Measurement,SourceFile
PXD060185,T-47D,P49588,AARS1,86.8203814403644,1,1,1,2.90458613996837,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,P51532,SMARCA4,54.4264161685169,1,1,1,2.42594629652418,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,P56524,HDAC4,0,0,1,0,,"",""
PXD060185,T-47D,Q09472,EP300,0,0,1,0,,"",""
PXD060185,T-47D,Q13547,HDAC1,27.0993452889268,1,1,1,2.12287340615523,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q56NI9,ESCO2,0,0,1,0,,"",""
PXD060185,T-47D,Q5JTZ9,AARS2,22.6586962709935,1,1,1,2.06247091206691,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q5SQI0,ATAT1,0,0,1,0,,"",""
PXD060185,T-47D,Q8IXJ6,SIRT2,0,0,1,0,,"",""
PXD060185,T-47D,Q8N6T7,SIRT6,0,0,1,0,,"",""
PXD060185,T-47D,Q8WUI4,HDAC7,0,0,1,0,,"",""
PXD060185,T-47D,Q8WYB5,KAT6B,0,0,1,0,,"",""
PXD060185,T-47D,Q92769,HDAC2,11.8986621121549,1,1,1,1.88530140757065,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q92785,DPF2,0.967833760318816,1,1,1,1.26027685717763,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q92793,CREBBP,0,0,1,0,,"",""
PXD060185,T-47D,Q92794,KAT6A,0,0,1,0,,"",""
PXD060185,T-47D,Q92830,KAT2A,0,0,1,0,,"",""
PXD060185,T-47D,Q92831,KAT2B,0,0,1,0,,"",""
PXD060185,T-47D,Q92993,KAT5,0,0,1,0,,"",""
PXD060185,T-47D,Q969S8,HDAC10,0,0,1,0,,"",""
PXD060185,T-47D,Q96DB2,HDAC11,0,0,1,0,,"",""
PXD060185,T-47D,Q96EB6,SIRT1,0,0,1,0,,"",""
PXD060185,T-47D,Q99497,PARK7,94.1360660404213,1,1,1,3.09890891162539,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q9BWD1,ACAT2,68.2892115001423,1,1,1,2.60544466345733,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q9BY41,HDAC8,0,0,1,0,,"",""
PXD060185,T-47D,Q9H7Z6,KAT8,0,0,1,0,,"",""
PXD060185,T-47D,Q9H8E8,CSRP2BP,0,0,1,0,,"",""
PXD060185,T-47D,Q9H8M2,BRD9,0,0,1,0,,"",""
PXD060185,T-47D,Q9H9T3,ELP3,1.28095644748079,1,1,1,1.29099577191619,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q9NRC8,SIRT7,0,0,1,0,,"",""
PXD060185,T-47D,Q9NTG7,SIRT3,0,0,1,0,,"",""
PXD060185,T-47D,Q9NXA8,SIRT5,0,0,1,0,,"",""
PXD060185,T-47D,Q9UBN7,HDAC6,0,0,1,0,,"",""
PXD060185,T-47D,Q9UKN8,GTF3C4,18.8727583262169,1,1,1,2.01009306226083,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q9UKV0,HDAC9,0,0,1,0,,"",""
PXD060185,T-47D,Q9ULM3,YEATS2,0,0,1,0,,"",""
PXD060185,T-47D,Q9UPN9,TRIM33,20.8368915456874,1,1,1,2.04042661817333,ordinary proteome log2 protein abundance; rank-preserving,data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt
PXD060185,T-47D,Q9UQL6,HDAC5,0,0,1,0,,"",""
PXD060185,T-47D,Q9Y232,CDYL,0,0,1,0,,"",""
PXD060185,T-47D,Q9Y6E7,SIRT4,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,O14929,HAT1,70.8871454435727,1,1,1,30.6652618500658,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,O15379,HDAC3,40.2051901025951,1,1,1,27.77843793614,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,O60885,BRD4,57.5980687990344,1,1,1,29.3540538870969,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,O75607,NPM3,0.675920337960169,1,1,1,21.8400744634834,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,O95251,KAT7,62.9209414604707,1,1,1,29.8505808391351,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,P05783,KRT18,99.6499698249849,1,1,1,38.2164378434152,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,P41227,NAA10,54.5564272782136,1,1,1,29.0741607017076,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,P42568,MLLT3,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,P49588,AARS1,90.8388654194327,1,1,1,33.3159476175887,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,P51532,SMARCA4,50.8267954133977,1,1,1,28.7449970618504,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,P56524,HDAC4,11.1285455642728,1,1,1,24.7831177930082,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q09472,EP300,56.3669281834641,1,1,1,29.2373339425224,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q13547,HDAC1,70.0784550392275,1,1,1,30.5842343153147,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q56NI9,ESCO2,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q5JTZ9,AARS2,36.3065781532891,1,1,1,27.4606086332303,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q5SQI0,ATAT1,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q8IXJ6,SIRT2,46.6505733252867,1,1,1,28.3939481452554,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q8N6T7,SIRT6,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q8WUI4,HDAC7,53.6270368135184,1,1,1,28.9864984261957,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q8WYB5,KAT6B,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q92769,HDAC2,83.5968617984309,1,1,1,32.108925813748,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q92785,DPF2,60.19312009656,1,1,1,29.6000103991501,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q92793,CREBBP,96.8376584188292,1,1,1,35.1361397136116,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q92794,KAT6A,28.5334942667471,1,1,1,26.7839420313899,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q92830,KAT2A,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q92831,KAT2B,6.0108630054315,1,1,1,23.9075656186218,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q92993,KAT5,6.16777308388654,1,1,1,23.9456560996806,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q969S8,HDAC10,31.2733856366928,1,1,1,27.0019579079499,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q96DB2,HDAC11,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q96EB6,SIRT1,11.6173808086904,1,1,1,24.8495731356428,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q99497,PARK7,97.1997585998793,1,1,1,35.3191820589152,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9BWD1,ACAT2,82.3536511768256,1,1,1,31.98162125963,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9BY41,HDAC8,16.8678334339167,1,1,1,25.5445107951077,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9H7Z6,KAT8,55.872057936029,1,1,1,29.1969257617159,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9H8E8,CSRP2BP,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q9H8M2,BRD9,31.5389257694629,1,1,1,27.0278093456721,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9H9T3,ELP3,42.2691611345806,1,1,1,27.9702132614041,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9NRC8,SIRT7,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q9NTG7,SIRT3,30.9957754978877,1,1,1,26.983375687211,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9NXA8,SIRT5,28.123114061557,1,1,1,26.7500868514144,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9UBN7,HDAC6,67.7489438744719,1,1,1,30.3172153054422,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9UKN8,GTF3C4,56.5721182860591,1,1,1,29.2498628141355,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9UKV0,HDAC9,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q9ULM3,YEATS2,0,0,1,0,,"",""
PXD063047,normal pregnancy placenta,Q9UPN9,TRIM33,93.9649969824985,1,1,1,34.0419703134246,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9UQL6,HDAC5,37.5256487628244,1,1,1,27.5547916525381,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9Y232,CDYL,47.5558237779119,1,1,1,28.4841608273538,ordinary MaxQuant protein intensity; no PTM enrichment,data/PXD010154/search_results/extracted_healthy_tissues/placenta/P013680_placenta_proteinGroups.txt
PXD063047,normal pregnancy placenta,Q9Y6E7,SIRT4,0,0,1,0,,"",""
PXD063266,PC-3M,O14929,HAT1,72.563946406821,1,1,1,23.7258805578917,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,O15379,HDAC3,0,0,1,0,,"",""
PXD063266,PC-3M,O60885,BRD4,47.3812423873325,1,1,1,21.4384756315385,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,O75607,NPM3,54.5980511571255,1,1,1,22.0638496045115,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,O95251,KAT7,0,0,1,0,,"",""
PXD063266,PC-3M,P05783,KRT18,98.3556638246041,1,1,1,29.1415579744645,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,P41227,NAA10,55.816077953715,1,1,1,22.1491718560879,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,P42568,MLLT3,0,0,1,0,,"",""
PXD063266,PC-3M,P49588,AARS1,91.5042630937881,1,1,1,26.3912133140164,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,P51532,SMARCA4,58.830694275274,1,1,1,22.4419991246381,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,P56524,HDAC4,0,0,1,0,,"",""
PXD063266,PC-3M,Q09472,EP300,0,0,1,0,,"",""
PXD063266,PC-3M,Q13547,HDAC1,55.9987819732034,1,1,1,22.1765776740683,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,Q56NI9,ESCO2,0,0,1,0,,"",""
PXD063266,PC-3M,Q5JTZ9,AARS2,0,0,1,0,,"",""
PXD063266,PC-3M,Q5SQI0,ATAT1,0,0,1,0,,"",""
PXD063266,PC-3M,Q8IXJ6,SIRT2,0,0,1,0,,"",""
PXD063266,PC-3M,Q8N6T7,SIRT6,0,0,1,0,,"",""
PXD063266,PC-3M,Q8WUI4,HDAC7,0,0,1,0,,"",""
PXD063266,PC-3M,Q8WYB5,KAT6B,0,0,1,0,,"",""
PXD063266,PC-3M,Q92769,HDAC2,0,0,1,0,,"",""
PXD063266,PC-3M,Q92785,DPF2,0,0,1,0,,"",""
PXD063266,PC-3M,Q92793,CREBBP,0,0,1,0,,"",""
PXD063266,PC-3M,Q92794,KAT6A,0,0,1,0,,"",""
PXD063266,PC-3M,Q92830,KAT2A,0,0,1,0,,"",""
PXD063266,PC-3M,Q92831,KAT2B,0,0,1,0,,"",""
PXD063266,PC-3M,Q92993,KAT5,0,0,1,0,,"",""
PXD063266,PC-3M,Q969S8,HDAC10,0,0,1,0,,"",""
PXD063266,PC-3M,Q96DB2,HDAC11,0,0,1,0,,"",""
PXD063266,PC-3M,Q96EB6,SIRT1,0,0,1,0,,"",""
PXD063266,PC-3M,Q99497,PARK7,92.8745432399513,1,1,1,26.6971033289472,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,Q9BWD1,ACAT2,17.326431181486,1,1,1,18.9626277563958,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,Q9BY41,HDAC8,0,0,1,0,,"",""
PXD063266,PC-3M,Q9H7Z6,KAT8,0,0,1,0,,"",""
PXD063266,PC-3M,Q9H8E8,CSRP2BP,0,0,1,0,,"",""
PXD063266,PC-3M,Q9H8M2,BRD9,0,0,1,0,,"",""
PXD063266,PC-3M,Q9H9T3,ELP3,0,0,1,0,,"",""
PXD063266,PC-3M,Q9NRC8,SIRT7,0,0,1,0,,"",""
PXD063266,PC-3M,Q9NTG7,SIRT3,0,0,1,0,,"",""
PXD063266,PC-3M,Q9NXA8,SIRT5,22.9293544457978,1,1,1,19.4526816373473,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,Q9UBN7,HDAC6,0,0,1,0,,"",""
PXD063266,PC-3M,Q9UKN8,GTF3C4,25.700365408039,1,1,1,19.6799284666177,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,Q9UKV0,HDAC9,0,0,1,0,,"",""
PXD063266,PC-3M,Q9ULM3,YEATS2,0.822168087697929,1,1,1,15.1622733024108,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,Q9UPN9,TRIM33,0,0,1,0,,"",""
PXD063266,PC-3M,Q9UQL6,HDAC5,0,0,1,0,,"",""
PXD063266,PC-3M,Q9Y232,CDYL,42.326431181486,1,1,1,21.0297192643207,ordinary PC-3M heavy-channel SILAC proteome protein intensity,data/PXD022005/search_results/txt_proteomics.zip
PXD063266,PC-3M,Q9Y6E7,SIRT4,0,0,1,0,,"",""
PXD064912,human sperm,O14929,HAT1,17.5283111767602,32,33,0.96969696969697,8.65512064852207,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,O15379,HDAC3,2.86291280589214,25,33,0.757575757575758,7.00801598637078,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,O60885,BRD4,31.5783218445448,32,33,0.96969696969697,9.33482699221103,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,O75607,NPM3,0.615894824114651,18,33,0.545454545454545,7.07938092402939,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,O95251,KAT7,0,0,33,0,,"",""
PXD064912,human sperm,P05783,KRT18,78.5547513425169,33,33,1,12.6100162024802,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,P41227,NAA10,75.0214381967414,33,33,1,12.3193296437333,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,P42568,MLLT3,0,0,33,0,,"",""
PXD064912,human sperm,P49588,AARS1,89.2566851219225,33,33,1,13.9247827892273,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,P51532,SMARCA4,30.1933799976272,33,33,1,9.30391797945147,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,P56524,HDAC4,3.96768828700404,26,33,0.787878787878788,7.59408473063775,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q09472,EP300,0,0,33,0,,"",""
PXD064912,human sperm,Q13547,HDAC1,54.1582631391624,33,33,1,10.8053309870733,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q56NI9,ESCO2,0,0,33,0,,"",""
PXD064912,human sperm,Q5JTZ9,AARS2,50.1517174414371,33,33,1,10.4799890406776,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q5SQI0,ATAT1,33.5295502707794,33,33,1,9.611845435737,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q8IXJ6,SIRT2,55.1537283543409,33,33,1,10.7318615557149,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q8N6T7,SIRT6,0,2,33,0.0606060606060606,11.023382098911,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q8WUI4,HDAC7,0,0,33,0,,"",""
PXD064912,human sperm,Q8WYB5,KAT6B,0,0,33,0,,"",""
PXD064912,human sperm,Q92769,HDAC2,27.7469210335668,33,33,1,9.07758473281256,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q92785,DPF2,0,0,33,0,,"",""
PXD064912,human sperm,Q92793,CREBBP,12.2466318728001,22,33,0.666666666666667,8.70594224551587,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q92794,KAT6A,0,0,33,0,,"",""
PXD064912,human sperm,Q92830,KAT2A,0,0,33,0,,"",""
PXD064912,human sperm,Q92831,KAT2B,0,0,33,0,,"",""
PXD064912,human sperm,Q92993,KAT5,0,0,33,0,,"",""
PXD064912,human sperm,Q969S8,HDAC10,14.9753220175755,25,33,0.757575757575758,8.58642521666689,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q96DB2,HDAC11,87.1100861755067,33,33,1,13.6527609626926,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q96EB6,SIRT1,7.40168706189854,29,33,0.878787878787879,7.72140672285298,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q99497,PARK7,95.0282893944866,33,33,1,15.164814573231,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9BWD1,ACAT2,81.9616553659107,33,33,1,13.095925578618,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9BY41,HDAC8,0,0,33,0,,"",""
PXD064912,human sperm,Q9H7Z6,KAT8,10.2082093991672,23,33,0.696969696969697,8.30267977855247,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9H8E8,CSRP2BP,0,0,33,0,,"",""
PXD064912,human sperm,Q9H8M2,BRD9,0,0,33,0,,"",""
PXD064912,human sperm,Q9H9T3,ELP3,73.2372558361124,33,33,1,12.2300034257909,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9NRC8,SIRT7,0,0,33,0,,"",""
PXD064912,human sperm,Q9NTG7,SIRT3,52.9462207521744,33,33,1,10.6820223290434,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9NXA8,SIRT5,60.0665557404326,33,33,1,11.1752748138316,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9UBN7,HDAC6,90.2378709373528,33,33,1,14.1877057606907,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9UKN8,GTF3C4,69.6947316592811,33,33,1,11.9774206475827,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9UKV0,HDAC9,0,0,33,0,,"",""
PXD064912,human sperm,Q9ULM3,YEATS2,0,0,33,0,,"",""
PXD064912,human sperm,Q9UPN9,TRIM33,1.41903171953255,23,33,0.696969696969697,7.02043201169353,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9UQL6,HDAC5,0,11,33,0.333333333333333,6.58280169849965,ordinary Spectronaut PG.Quantity; human sperm reference,data/PXD066517/search_results/20240275.tsv
PXD064912,human sperm,Q9Y232,CDYL,0,0,33,0,,"",""
PXD064912,human sperm,Q9Y6E7,SIRT4,0,0,33,0,,"",""
PXD066054,BPH,O14929,HAT1,45.9259259259259,5,5,1,7.0232382800125,ordinary Spectronaut PG.Quantity,data/PXD066054/search_results/extracted/DA/Protein_Quant.tsv
PXD066054,BPH,O15379,HDAC3,29.6059498956159,5,5,1,6.42483776108321,ordinary Spectronaut PG.Quantity,data/PXD066054/search_results/extracted/DA/Protein_Quant.tsv
PXD066054,BPH,O60885,BRD4,63.0899091955493,5,5,1,7.94412070626513,ordinary Spectronaut PG.Quantity,data/PXD066054/search_results/extracted/DA/Protein_Quant.tsv
PXD066054,BPH,O75607,NPM3,3.70322245322245,5,5,1,4.65411208192517,ordinary Spectronaut PG.Quantity,data/PXD066054/search_results/extracted/DA/Protein_Quant.tsv
PXD066054,BPH,O95251,KAT7,44.4430234045274,5,5,1,6.98604217468505,ordinary Spectronaut PG.Quantity,data/PXD066054/search_results/extracted/DA/Protein_Quant.tsv
PXD066054,BPH,P05783,KRT18,99.3486590038314,5,5,1,13.970699767289,ordinary Spectronaut PG.Quantity,data/PXD066054/search_results/extracted/DA/Protein_Quant.tsv
PXD066054,BPH,P41227,NAA10,67.7884615384615,5,5,1,8.23022952396257,ordinary Spectronaut PG.Quantity,data/PXD066054/search_results/extracted/DA/Protein_Quant.tsv
PXD066054,BPH,P42568,MLLT3,0,0,5,0,,"",""
