EnsemblProteinID	MappingSource	MappingDate
ENSP00000482360	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482433	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482435	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482510	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482557	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482566	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482574	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482584	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482643	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482645	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482648	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482649	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482710	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482724	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482748	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482762	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482795	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482803	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482806	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482808	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482810	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482816	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482834	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482840	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482845	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482850	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482867	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482894	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482908	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482924	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482986	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482991	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483027	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483039	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483053	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483055	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483059	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483085	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483086	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483105	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483109	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483113	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483150	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483159	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483169	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483176	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483195	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483282	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483335	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483371	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483405	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483420	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483428	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483459	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483496	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483513	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483534	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483563	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483564	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483593	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483605	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483615	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483632	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483640	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483660	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483684	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483706	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483710	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483715	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483721	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483730	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483742	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483762	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483770	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483793	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483814	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483827	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483905	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483915	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483937	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483943	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483953	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483957	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483961	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483976	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000483986	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484011	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484043	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484065	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484118	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484157	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484210	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484218	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484258	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484264	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484271	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484273	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484300	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484331	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484333	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484391	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484395	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484434	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484440	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484446	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484463	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484470	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484482	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484495	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484516	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484546	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484558	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484568	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484605	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484610	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484656	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484678	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484681	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484688	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484692	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484716	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484750	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484777	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484780	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484783	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484799	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484800	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484824	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484838	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484853	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484898	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484908	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484912	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484913	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484914	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484924	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484941	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484949	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000484969	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485014	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485015	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485022	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485026	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485129	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485140	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485218	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485264	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485300	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485321	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485382	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485442	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485527	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485608	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485615	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485669	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485783	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485826	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485844	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485894	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485899	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000485965	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486026	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486048	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486246	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486320	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486339	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486444	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486450	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486475	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486530	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486562	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486682	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486775	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486847	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486927	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000486950	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487033	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487079	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487087	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487176	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487257	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487460	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487501	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487526	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000487744	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000488326	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000488821	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000489045	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000489095	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000489248	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000489461	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000489525	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
