run_accession	experiment_accession	sample_accession	sample_title	scientific_name	library_strategy	library_source	library_selection	fastq_ftp	fastq_md5
SRR6007947	SRX3162213	SAMN07606522	BT474_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6007947/SRR6007947.fastq.gz	d6724192203ae051adcf7c7641a59596
SRR6007948	SRX3162214	SAMN07606521	BT474_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007948/SRR6007948.fastq.gz	0066c7fdc7980449227c38f75c612359
SRR6007951	SRX3162214	SAMN07606521	BT474_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007951/SRR6007951.fastq.gz	50d4dfd101d7b6e944675399577d275b
SRR6007970	SRX3162219	SAMN07606516	BT549_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6007970/SRR6007970.fastq.gz	84683036786d20cf67ba5c8771666589
SRR6007971	SRX3162219	SAMN07606516	BT549_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007971/SRR6007971.fastq.gz	034f5f6610d05d3c443da88ce911b460
SRR6007981	SRX3162222	SAMN07606513	BT549_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007981/SRR6007981.fastq.gz	8c5e0c174a59287914930a2be3352b09
SRR6007991	SRX3162224	SAMN07606511	MCF7_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007991/SRR6007991.fastq.gz	0c7680bc59a51dbf78aad43507b5e163
SRR6007993	SRX3162225	SAMN07606510	MCF7_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6007993/SRR6007993.fastq.gz	1907017db174f58f25f11c32f07382b7
SRR6007997	SRX3162226	SAMN07606509	MCF7_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6007997/SRR6007997.fastq.gz	2ef441273f23f6705a02ec2dc0d1625d
SRR6007998	SRX3162226	SAMN07606509	MCF7_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007998/SRR6007998.fastq.gz	174d91599ee077cacebdb887ca4bc377
SRR6008014	SRX3162230	SAMN07606505	MCF7_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6008014/SRR6008014.fastq.gz	137cb510919717399b5563057fd1b795
SRR6008026	SRX3162233	SAMN07606502	MCF10A_C_rep3	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6008026/SRR6008026.fastq.gz	ee4d5ca3e0eadef9fec7bf9e70823b08
