RowOrder,PXD,SampleGroup,Category,DisplayGroup,Dataset,SampleID,ConditionLabel,SampleClass,ObservationType,ReferencePXD,ObsKey,SourceFile,Parser,QuantitationField,QuantitationTransform,QuantitationColumn,SourceColumnStatus,MKI67_SourceValue,MKI67_Intensity,MKI67_RowCount,MKI67_ReportedGroup,ACTB_SourceValue,ACTB_Intensity,ACTB_RowCount,ACTB_ReportedGroup,TUBB_SourceValue,TUBB_Intensity,TUBB_RowCount,TUBB_ReportedGroup,H3C1_SourceValue,H3C1_Intensity,H3C1_RowCount,H3C1_ReportedGroup,MKI67_over_ACTB,MKI67_over_ACTB_Status,MKI67_over_TUBB,MKI67_over_TUBB_Status,MKI67_over_H3C1,MKI67_over_H3C1_Status
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-026T,ESCC-026T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-026T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-026T,sample_column_found,1.49460555021368,1.49460555021368,1,P46013,,,1,P60709,1.08804030898627,1.08804030898627,1,P07437,1.04013433562732,1.04013433562732,1,P68431,,ACTB missing or non-positive,1.37366744399958,valid,1.43693511407088,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-027T,ESCC-027T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-027T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-027T,sample_column_found,0.7276397466253,0.7276397466253,1,P46013,,,1,P60709,1.0097798362072,1.0097798362072,1,P07437,1.08716152164408,1.08716152164408,1,P68431,,ACTB missing or non-positive,0.720592470293686,valid,0.669302336533134,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-028T,ESCC-028T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-028T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-028T,sample_column_found,0.524598220128255,0.524598220128255,1,P46013,,,1,P60709,0.804304660400582,0.804304660400582,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.652238195246786,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-029T,ESCC-029T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-029T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-029T,sample_column_found,0.628216574794639,0.628216574794639,1,P46013,,,1,P60709,0.767938119282243,0.767938119282243,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.818056245706105,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-030T,ESCC-030T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-030T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-030T,sample_column_found,0.920731553450904,0.920731553450904,1,P46013,,,1,P60709,0.988316904465954,0.988316904465954,1,P07437,0.892369916921732,0.892369916921732,1,P68431,,ACTB missing or non-positive,0.93161570877757,valid,1.03178237633448,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-031T,ESCC-031T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-031T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-031T,sample_column_found,1.03547421638565,1.03547421638565,1,P46013,,,1,P60709,0.955726265937327,0.955726265937327,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.08344225045454,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-032T,ESCC-032T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-032T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-032T,sample_column_found,0.947740522319498,0.947740522319498,1,P46013,,,1,P60709,1.00818105550579,1.00818105550579,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.940049921731598,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-033T,ESCC-033T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-033T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-033T,sample_column_found,1.09288021373757,1.09288021373757,1,P46013,,,1,P60709,1.29773149392368,1.29773149392368,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.842146637308814,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-034T,ESCC-034T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-034T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-034T,sample_column_found,1.8287493953671,1.8287493953671,1,P46013,,,1,P60709,1.12810214949088,1.12810214949088,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.62108493117616,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-035T,ESCC-035T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-035T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-035T,sample_column_found,1.21419100059447,1.21419100059447,1,P46013,,,1,P60709,1.08371595248437,1.08371595248437,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.1203959836625,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-036T,ESCC-036T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-036T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-036T,sample_column_found,1.48280774292045,1.48280774292045,1,P46013,,,1,P60709,1.06273403665698,1.06273403665698,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.39527642079187,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-037T,ESCC-037T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-037T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-037T,sample_column_found,1.08638142158452,1.08638142158452,1,P46013,,,1,P60709,1.05748855770014,1.05748855770014,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.02732215273063,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-038T,ESCC-038T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-038T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-038T,sample_column_found,0.782700544431357,0.782700544431357,1,P46013,,,1,P60709,1.09696777553989,1.09696777553989,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.713512795803084,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-039T,ESCC-039T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-039T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-039T,sample_column_found,1.20237912053396,1.20237912053396,1,P46013,,,1,P60709,1.0814005885644,1.0814005885644,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.11187207890294,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-040T,ESCC-040T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-040T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-040T,sample_column_found,1.14572251276011,1.14572251276011,1,P46013,,,1,P60709,1.01601840326732,1.01601840326732,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.1276592127423,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-041T,ESCC-041T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-041T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-041T,sample_column_found,0.879226616934956,0.879226616934956,1,P46013,,,1,P60709,1.05441746447354,1.05441746447354,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.833850582486269,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-042T,ESCC-042T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-042T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-042T,sample_column_found,1.92212787854993,1.92212787854993,1,P46013,,,1,P60709,1.24018589571445,1.24018589571445,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.54987077759228,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-043T,ESCC-043T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-043T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-043T,sample_column_found,0.665934564636752,0.665934564636752,1,P46013,,,1,P60709,0.945718448663891,0.945718448663891,1,P07437,1.61502339862361,1.61502339862361,1,P68431,,ACTB missing or non-positive,0.704157316141588,valid,0.412337409603037,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-044T,ESCC-044T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-044T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-044T,sample_column_found,0.964641547809829,0.964641547809829,1,P46013,,,1,P60709,1.0983534872705,1.0983534872705,1,P07437,1.092486776072,1.092486776072,1,P68431,,ACTB missing or non-positive,0.878261469544785,valid,0.882977779628753,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-045T,ESCC-045T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-045T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-045T,sample_column_found,1.24407711271368,1.24407711271368,1,P46013,,,1,P60709,1.01687937882508,1.01687937882508,1,P07437,1.09940124933827,1.09940124933827,1,P68431,,ACTB missing or non-positive,1.22342643446178,valid,1.13159514186698,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-046T,ESCC-046T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-046T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-046T,sample_column_found,1.24514774706197,1.24514774706197,1,P46013,,,1,P60709,1.09629085161365,1.09629085161365,1,P07437,0.733921948120699,0.733921948120699,1,P68431,,ACTB missing or non-positive,1.13578230195866,valid,1.69656698542717,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-047T,ESCC-047T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-047T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-047T,sample_column_found,1.4421208426607,1.4421208426607,1,P46013,,,1,P60709,1.40038280657567,1.40038280657567,1,P07437,0.739139057568832,0.739139057568832,1,P68431,,ACTB missing or non-positive,1.02980473331224,valid,1.95108190792151,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-048T,ESCC-048T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-048T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-048T,sample_column_found,1.54687247679188,1.54687247679188,1,P46013,,,1,P60709,1.14328750696913,1.14328750696913,1,P07437,0.729203216468318,0.729203216468318,1,P68431,,ACTB missing or non-positive,1.35300391840427,valid,2.12131877898688,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-049T,ESCC-049T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-049T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-049T,sample_column_found,1.54813726762821,1.54813726762821,1,P46013,,,1,P60709,0.992127750942926,0.992127750942926,1,P07437,1.03815877183695,1.03815877183695,1,P68431,,ACTB missing or non-positive,1.56042129267813,valid,1.49123362401388,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-050T,ESCC-050T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-050T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-050T,sample_column_found,0.953935204326923,0.953935204326923,1,P46013,,,1,P60709,1.24789457239183,1.24789457239183,1,P07437,0.882089232398094,0.882089232398094,1,P68431,,ACTB missing or non-positive,0.764435734742016,valid,1.08144977774358,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-051T,ESCC-051T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-051T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-051T,sample_column_found,0.959288376068376,0.959288376068376,1,P46013,,,1,P60709,1.07978976635888,1.07978976635888,1,P07437,0.879125886712546,0.879125886712546,1,P68431,,ACTB missing or non-positive,0.888402915044433,valid,1.09118431224406,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-052T,ESCC-052T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-052T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-052T,sample_column_found,1.062896472924,1.062896472924,1,P46013,,,1,P60709,0.962894007510923,0.962894007510923,1,P07437,1.01834680596365,1.01834680596365,1,P68431,,ACTB missing or non-positive,1.10385615097095,valid,1.04374704835274,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-053T,ESCC-053T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-053T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-053T,sample_column_found,0.804806379533679,0.804806379533679,1,P46013,,,1,P60709,1.0735994875514,1.0735994875514,1,P07437,0.762212415567707,0.762212415567707,1,P68431,,ACTB missing or non-positive,0.749633721760833,valid,1.0558820128038,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-054T,ESCC-054T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-054T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-054T,sample_column_found,1.10776245469566,1.10776245469566,1,P46013,,,1,P60709,1.38991656736359,1.38991656736359,1,P07437,0.906663706605724,0.906663706605724,1,P68431,,ACTB missing or non-positive,0.796999244923655,valid,1.22180081393441,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-055T,ESCC-055T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-055T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-055T,sample_column_found,0.911206725029315,0.911206725029315,1,P46013,,,1,P60709,0.678212300942476,0.678212300942476,1,P07437,0.797011209054304,0.797011209054304,1,P68431,,ACTB missing or non-positive,1.34354202034239,valid,1.14327968625499,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-056T,ESCC-056T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-056T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-056T,sample_column_found,0.905865536723164,0.905865536723164,1,P46013,,,1,P60709,0.968127127116961,0.968127127116961,1,P07437,1.61940494068996,1.61940494068996,1,P68431,,ACTB missing or non-positive,0.935688621204935,valid,0.55938172964769,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-057T,ESCC-057T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-057T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-057T,sample_column_found,1.07998827550368,1.07998827550368,1,P46013,,,1,P60709,0.996385972989564,0.996385972989564,1,P07437,1.27420263358363,1.27420263358363,1,P68431,,ACTB missing or non-positive,1.08390553939983,valid,0.847579691831485,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-058T,ESCC-058T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-058T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-058T,sample_column_found,1.04386848958333,1.04386848958333,1,P46013,,,1,P60709,1.30993277079413,1.30993277079413,1,P07437,1.68446943282942,1.68446943282942,1,P68431,,ACTB missing or non-positive,0.796887071502531,valid,0.619701651593602,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-059T,ESCC-059T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-059T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-059T,sample_column_found,1.2509063013005,1.2509063013005,1,P46013,,,1,P60709,1.20361750938865,1.20361750938865,1,P07437,1.12596870170856,1.12596870170856,1,P68431,,ACTB missing or non-positive,1.0392888866629,valid,1.11096009986988,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-060T,ESCC-060T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-060T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-060T,sample_column_found,1.54470901878238,1.54470901878238,1,P46013,,,1,P60709,1.14631742085685,1.14631742085685,1,P07437,0.970270397769915,0.970270397769915,1,P68431,,ACTB missing or non-positive,1.34754038512975,valid,1.59203972658835,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-061T,ESCC-061T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-061T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-061T,sample_column_found,0.896251397772093,0.896251397772093,1,P46013,,,1,P60709,0.948241272614018,0.948241272614018,1,P07437,0.767567482859941,0.767567482859941,1,P68431,,ACTB missing or non-positive,0.945172313900022,valid,1.16765159778874,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-062T,ESCC-062T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-062T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-062T,sample_column_found,1.3641394933909,1.3641394933909,1,P46013,,,1,P60709,1.11360785216481,1.11360785216481,1,P07437,1.08129546196539,1.08129546196539,1,P68431,,ACTB missing or non-positive,1.22497294782815,valid,1.26157885737484,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-063T,ESCC-063T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-063T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-063T,sample_column_found,1.00492624541235,1.00492624541235,1,P46013,,,1,P60709,0.993811755174576,0.993811755174576,1,P07437,1.05529409241986,1.05529409241986,1,P68431,,ACTB missing or non-positive,1.01118369769718,valid,0.952271269810662,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-064T,ESCC-064T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-064T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-064T,sample_column_found,1.0038445164076,1.0038445164076,1,P46013,,,1,P60709,1.01098126720503,1.01098126720503,1,P07437,1.13731695078803,1.13731695078803,1,P68431,,ACTB missing or non-positive,0.992940768509826,valid,0.882642710734286,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-065T,ESCC-065T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-065T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-065T,sample_column_found,1.03737811555484,1.03737811555484,1,P46013,,,1,P60709,0.877665056145027,0.877665056145027,1,P07437,0.878244751795861,0.878244751795861,1,P68431,,ACTB missing or non-positive,1.18197495535634,valid,1.18119477905627,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-066T,ESCC-066T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-066T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-066T,sample_column_found,1.10336358484456,1.10336358484456,1,P46013,,,1,P60709,1.14833736344867,1.14833736344867,1,P07437,1.04629158357457,1.04629158357457,1,P68431,,ACTB missing or non-positive,0.960835743888847,valid,1.05454693716928,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-067T,ESCC-067T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-067T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-067T,sample_column_found,0.796244729619565,0.796244729619565,1,P46013,,,1,P60709,1.00534386538325,1.00534386538325,1,P07437,1.08563329489464,1.08563329489464,1,P68431,,ACTB missing or non-positive,0.792012322386854,valid,0.733438015731491,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-068T,ESCC-068T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-068T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-068T,sample_column_found,0.931368673089378,0.931368673089378,1,P46013,,,1,P60709,0.957452788521848,0.957452788521848,1,P07437,1.06629715878632,1.06629715878632,1,P68431,,ACTB missing or non-positive,0.972756760703847,valid,0.873460709723245,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-069T,ESCC-069T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-069T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-069T,sample_column_found,0.975971652173913,0.975971652173913,1,P46013,,,1,P60709,1.11647706646963,1.11647706646963,1,P07437,0.701260425621134,0.701260425621134,1,P68431,,ACTB missing or non-positive,0.874152888119768,valid,1.39173924053886,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-070T,ESCC-070T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-070T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-070T,sample_column_found,1.37028162771739,1.37028162771739,1,P46013,,,1,P60709,1.13191223328718,1.13191223328718,1,P07437,0.842099339553412,0.842099339553412,1,P68431,,ACTB missing or non-positive,1.21058999754598,valid,1.62722087924221,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-071T,ESCC-071T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-071T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-071T,sample_column_found,1.71557516983696,1.71557516983696,1,P46013,,,1,P60709,1.08354871059218,1.08354871059218,1,P07437,1.08954548694832,1.08954548694832,1,P68431,,ACTB missing or non-positive,1.58329307493649,valid,1.57457874901769,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-072T,ESCC-072T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-072T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-072T,sample_column_found,1.00429225815217,1.00429225815217,1,P46013,,,1,P60709,1.09178079956154,1.09178079956154,1,P07437,0.751140874305483,0.751140874305483,1,P68431,,ACTB missing or non-positive,0.919866202588921,valid,1.33702251136414,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-073T,ESCC-073T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-073T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-073T,sample_column_found,1.16332335326087,1.16332335326087,1,P46013,,,1,P60709,1.04238826574538,1.04238826574538,1,P07437,1.21180148862564,1.21180148862564,1,P68431,,ACTB missing or non-positive,1.11601731474693,valid,0.959994986126192,valid
