RowOrder,PXD,SampleGroup,Category,DisplayGroup,Dataset,SampleID,ConditionLabel,SampleClass,ObservationType,ReferencePXD,ObsKey,SourceFile,Parser,QuantitationField,QuantitationTransform,QuantitationColumn,SourceColumnStatus,MKI67_SourceValue,MKI67_Intensity,MKI67_RowCount,MKI67_ReportedGroup,ACTB_SourceValue,ACTB_Intensity,ACTB_RowCount,ACTB_ReportedGroup,TUBB_SourceValue,TUBB_Intensity,TUBB_RowCount,TUBB_ReportedGroup,H3C1_SourceValue,H3C1_Intensity,H3C1_RowCount,H3C1_ReportedGroup,MKI67_over_ACTB,MKI67_over_ACTB_Status,MKI67_over_TUBB,MKI67_over_TUBB_Status,MKI67_over_H3C1,MKI67_over_H3C1_Status
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,SIRT3KO_pro_rep2,SIRT3KO_pro_rep2,SIRT3 KO,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__SIRT3KO_pro_rep2,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity SIRT3KO_pro_rep2,sample_column_found,9203500000,9203500000,1,P46013,9985400000,9985400000,1,P60709,2.4237e+10,2.4237e+10,1,P07437,0,0,1,P68431;Q16695;Q6NXT2,0.921695675686502,valid,0.3797293394397,valid,,H3C1 missing or non-positive
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,SIRT3KO_pro_rep3,SIRT3KO_pro_rep3,SIRT3 KO,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__SIRT3KO_pro_rep3,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity SIRT3KO_pro_rep3,sample_column_found,7682600000,7682600000,1,P46013,9219100000,9219100000,1,P60709,2.4812e+10,2.4812e+10,1,P07437,21281000,21281000,1,P68431;Q16695;Q6NXT2,0.833335141174301,valid,0.309632435918104,valid,361.007471453409,valid
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,WT_pro_rep1,WT_pro_rep1,WT,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__WT_pro_rep1,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity WT_pro_rep1,sample_column_found,7586300000,7586300000,1,P46013,9287100000,9287100000,1,P60709,2.0953e+10,2.0953e+10,1,P07437,398820000,398820000,1,P68431;Q16695;Q6NXT2,0.816864252565386,valid,0.362062711783516,valid,19.0218645002758,valid
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,WT_pro_rep2,WT_pro_rep2,WT,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__WT_pro_rep2,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity WT_pro_rep2,sample_column_found,5416500000,5416500000,1,P46013,7838700000,7838700000,1,P60709,2.4976e+10,2.4976e+10,1,P07437,351250000,351250000,1,P68431;Q16695;Q6NXT2,0.690994680240346,valid,0.216868193465727,valid,15.420640569395,valid
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,WT_pro_rep3,WT_pro_rep3,WT,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__WT_pro_rep3,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity WT_pro_rep3,sample_column_found,5432200000,5432200000,1,P46013,8.278e+09,8.278e+09,1,P60709,2.8939e+10,2.8939e+10,1,P07437,446330000,446330000,1,P68431;Q16695;Q6NXT2,0.656221309495047,valid,0.18771208403884,valid,12.1708153160218,valid
20,PXD054919,A549,cancer_cells,A549 cells,Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD054919__A549__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,ProCan averaged protein matrix,matrix protein abundance,back_transform_2^x,Project_Identifier,sample_profile_found,4.85691489368143,28.978577924923,1,P46013;KI67_HUMAN,,,0,,9.09518275163197,546.918764799127,1,P07437;TBB5_HUMAN,,,0,,,ACTB missing or non-positive,0.0529851593875487,valid,,H3C1 missing or non-positive
21,PXD060185,MDA-MB-468,cancer_cells,MDA-MB-468 cells,Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD060185__MDA-MB-468__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,ProCan averaged protein matrix,matrix protein abundance,back_transform_2^x,Project_Identifier,sample_profile_found,5.94436725954506,61.5790309644326,1,P46013;KI67_HUMAN,,,0,,9.12738339360453,559.263122841352,1,P07437;TBB5_HUMAN,,,0,,,ACTB missing or non-positive,0.11010744039689,valid,,H3C1 missing or non-positive
22,PXD060185,T-47D,cancer_cells,T-47D cells,Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD060185__T-47D__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,ProCan averaged protein matrix,matrix protein abundance,back_transform_2^x,Project_Identifier,sample_profile_found,5.17068436025839,36.0189534948303,1,P46013;KI67_HUMAN,,,0,,8.9481650327726,493.930769004565,1,P07437;TBB5_HUMAN,,,0,,,ACTB missing or non-positive,0.0729230810370865,valid,,H3C1 missing or non-positive
23,PXD063266,PC-3M,cancer_cells,PC-3M cells,Whole proteome,PXD022005_aggregate,PXD022005_aggregate,aggregate,aggregate,PXD022005,PXD063266__PC-3M__PXD022005_aggregate,PXD022005/search_results/txt_proteomics.zip,MaxQuant proteinGroups from archive,Intensity,identity,Intensity,sample_column_found,24844000,24844000,1,A0A087WV66;P46013,1.8164e+10,1.8164e+10,1,P60709,1932200000,1932200000,1,Q5JP53;P07437;Q5ST81,1049700000,1049700000,1,P68431,0.00136776040519709,valid,0.0128578822068109,valid,0.0236677145851196,valid
24,PXD070007,glioblastoma stem cells,cancer_cells,Glioblastoma stem-cell models,Whole proteome,G2907,G2907,model,sample,PXD069969,PXD070007__glioblastoma stem cells__G2907,PXD069969/search_results/SA206LQB1_Annotation.xlsx,Author annotation protein table,LFQ intensity,identity,LFQ intensity G2907,sample_column_found,3157100,3157100,1,P46013,266510000,266510000,1,P60709,31618000,31618000,1,P07437,0,0,1,P68431,0.0118460845746876,valid,0.0998513504965526,valid,,H3C1 missing or non-positive
24,PXD070007,glioblastoma stem cells,cancer_cells,Glioblastoma stem-cell models,Whole proteome,G3028,G3028,model,sample,PXD069969,PXD070007__glioblastoma stem cells__G3028,PXD069969/search_results/SA206LQB1_Annotation.xlsx,Author annotation protein table,LFQ intensity,identity,LFQ intensity G3028,sample_column_found,2831500,2831500,1,P46013,261600000,261600000,1,P60709,36669000,36669000,1,P07437,0,0,1,P68431,0.0108237767584098,valid,0.0772178134118738,valid,,H3C1 missing or non-positive
24,PXD070007,glioblastoma stem cells,cancer_cells,Glioblastoma stem-cell models,Whole proteome,G3264,G3264,model,sample,PXD069969,PXD070007__glioblastoma stem cells__G3264,PXD069969/search_results/SA206LQB1_Annotation.xlsx,Author annotation protein table,LFQ intensity,identity,LFQ intensity G3264,sample_column_found,2906300,2906300,1,P46013,350220000,350220000,1,P60709,31847000,31847000,1,P07437,0,0,1,P68431,0.00829849808691679,valid,0.0912582032844538,valid,,H3C1 missing or non-positive
24,PXD070007,glioblastoma stem cells,cancer_cells,Glioblastoma stem-cell models,Whole proteome,GSC23,GSC23,model,sample,PXD069969,PXD070007__glioblastoma stem cells__GSC23,PXD069969/search_results/SA206LQB1_Annotation.xlsx,Author annotation protein table,LFQ intensity,identity,LFQ intensity GSC23,sample_column_found,4936800,4936800,1,P46013,179210000,179210000,1,P60709,32236000,32236000,1,P07437,0,0,1,P68431,0.0275475698900731,valid,0.153145551557265,valid,,H3C1 missing or non-positive
24,PXD070007,glioblastoma stem cells,cancer_cells,Glioblastoma stem-cell models,Whole proteome,MES28,MES28,model,sample,PXD069969,PXD070007__glioblastoma stem cells__MES28,PXD069969/search_results/SA206LQB1_Annotation.xlsx,Author annotation protein table,LFQ intensity,identity,LFQ intensity MES28,sample_column_found,7812500,7812500,1,P46013,186110000,186110000,1,P60709,41570000,41570000,1,P07437,0,0,1,P68431,0.0419778625544033,valid,0.187936011546789,valid,,H3C1 missing or non-positive
24,PXD070007,glioblastoma stem cells,cancer_cells,Glioblastoma stem-cell models,Whole proteome,RKI,RKI,model,sample,PXD069969,PXD070007__glioblastoma stem cells__RKI,PXD069969/search_results/SA206LQB1_Annotation.xlsx,Author annotation protein table,LFQ intensity,identity,LFQ intensity RKI,sample_column_found,1061800,1061800,1,P46013,223820000,223820000,1,P60709,27497000,27497000,1,P07437,0,0,1,P68431,0.00474399070681798,valid,0.0386151216496345,valid,,H3C1 missing or non-positive
25,PXD078013,RKO WT and GSK3B KO,cancer_cells,RKO cells (WT and GSK3B KO),Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD078013__RKO WT and GSK3B KO__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,ProCan averaged protein matrix,matrix protein abundance,back_transform_2^x,Project_Identifier,sample_profile_found,5.62933643094011,49.4993072996133,1,P46013;KI67_HUMAN,,,0,,7.93321930050628,244.420130495828,1,P07437;TBB5_HUMAN,,,0,,,ACTB missing or non-positive,0.202517309843504,valid,,H3C1 missing or non-positive
28,PXD028488,HEK293T,normal_cells,HEK293T cells,Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD028488__HEK293T__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_peptide_counts_per_protein_per_sample.txt,ProCan peptide-count matrix,"peptide count, not protein expression intensity",not_available,,source contains peptide counts only,,,0,,,,0,,,,0,,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
29,PXD028737,HMC3,normal_cells,HMC3 cells (normoxia and hypoxia),Whole proteome,H0,H0,normoxia,sample,PXD028737,PXD028737__HMC3__H0,PXD028737/search_results/extracted_reference/txt/proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity H0,sample_column_found,5834900,5834900,1,P46013,9994600,9994600,1,P60709,30506000,30506000,1,P07437,1689700,1689700,1,P68431;Q16695,0.583805254837612,valid,0.191270569723989,valid,3.45321654731609,valid
29,PXD028737,HMC3,normal_cells,HMC3 cells (normoxia and hypoxia),Whole proteome,H24,H24,hypoxia,sample,PXD028737,PXD028737__HMC3__H24,PXD028737/search_results/extracted_reference/txt/proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity H24,sample_column_found,6723100,6723100,1,P46013,9218700,9218700,1,P60709,32274000,32274000,1,P07437,1756600,1756600,1,P68431;Q16695,0.729289379196633,valid,0.208313193282518,valid,3.82733690083115,valid
30,PXD058534,pretreated HK-2,normal_cells,HK-2 cells (IR-CM treated),Whole proteome,amostra1,amostra1,untreated control,sample,PXD072220,PXD058534__pretreated HK-2__amostra1,PXD072220/search_results/HK-2_Spectronaut-report_PG_Quantity.txt,Spectronaut protein-group quantity table,PG.MS2Quantity,identity,[1] 05set25_MarceloLamas_amostra1.raw.PG.MS2Quantity,sample_column_found,4556.610352,4556.610352,1,P46013,3883975.25,3883975.25,1,P60709,2779988.5,2779988.5,1,P07437,9393.790039,9393.790039,1,P68431,0.00117318212879961,valid,0.00163907525228971,valid,0.48506623344597,valid
30,PXD058534,pretreated HK-2,normal_cells,HK-2 cells (IR-CM treated),Whole proteome,amostra3,amostra3,untreated control,sample,PXD072220,PXD058534__pretreated HK-2__amostra3,PXD072220/search_results/HK-2_Spectronaut-report_PG_Quantity.txt,Spectronaut protein-group quantity table,PG.MS2Quantity,identity,[2] 05set25_MarceloLamas_amostra3.raw.PG.MS2Quantity,sample_column_found,5471.604004,5471.604004,1,P46013,1295807.25,1295807.25,1,P60709,3432966.75,3432966.75,1,P07437,10337.66504,10337.66504,1,P68431,0.00422254467552948,valid,0.0015938412464962,valid,0.529288188660444,valid
30,PXD058534,pretreated HK-2,normal_cells,HK-2 cells (IR-CM treated),Whole proteome,amostra4,amostra4,untreated control,sample,PXD072220,PXD058534__pretreated HK-2__amostra4,PXD072220/search_results/HK-2_Spectronaut-report_PG_Quantity.txt,Spectronaut protein-group quantity table,PG.MS2Quantity,identity,[3] 05set25_MarceloLamas_amostra4.raw.PG.MS2Quantity,sample_column_found,6379.910645,6379.910645,1,P46013,4805612,4805612,1,P60709,2437615.25,2437615.25,1,P07437,6673.67334,6673.67334,1,P68431,0.00132759587020342,valid,0.00261727548882048,valid,0.955981858860356,valid
