"GSE","GSM","Title","Characteristics","Treatment","Growth","Extraction","Strategy","Processing","Supplement","Relation"
"GSE119834","GSM3384825","GSC3 [RNA-Seq]","cell line: 3094 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036400 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672127"
"GSE119834","GSM3384826","GSC30 [RNA-Seq]","cell line: 2223 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036456 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672128"
"GSE119834","GSM3384827","GSC31 [RNA-Seq]","cell line: 3332 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036455 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672129"
"GSE119834","GSM3384828","GSC32 [RNA-Seq]","cell line: CW2012 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036454 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672130"
"GSE119834","GSM3384829","GSC33 [RNA-Seq]","cell line: DIX28 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036453 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672131"
"GSE119834","GSM3384830","GSC34 [RNA-Seq]","cell line: 1517 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036452 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672132"
"GSE119834","GSM3384831","GSC35 [RNA-Seq]","cell line: 1691B | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036451 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672133"
"GSE119834","GSM3384832","GSC36 [RNA-Seq]","cell line: 2188-1 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036450 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672134"
"GSE119834","GSM3384833","GSC37 [RNA-Seq]","cell line: 2907 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036449 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672135"
"GSE119834","GSM3384834","GSC38 [RNA-Seq]","cell line: 3038 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036448 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672136"
"GSE119834","GSM3384835","GSC39 [RNA-Seq]","cell line: CW1914-2 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036447 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672137"
"GSE119834","GSM3384836","GSC4 [RNA-Seq]","cell line: 3214 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036446 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672138"
"GSE119834","GSM3384837","GSC40 [RNA-Seq]","cell line: CW839 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036445 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672139"
"GSE119834","GSM3384838","GSC41 [RNA-Seq]","cell line: DIX18 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036444 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672140"
"GSE119834","GSM3384839","GSC42 [RNA-Seq]","cell line: HNP1 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036443 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672141"
"GSE119834","GSM3384840","GSC43 [RNA-Seq]","cell line: HSJD012 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036442 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672142"
"GSE119834","GSM3384841","GSC44 [RNA-Seq]","cell line: MES28 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036441 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672143"
"GSE119834","GSM3384842","GSC5 [RNA-Seq]","cell line: 3264 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036440 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672144"
"GSE119834","GSM3384843","GSC6 [RNA-Seq]","cell line: 670 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036439 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672145"
