"GSE","GSM","Title","Characteristics","Treatment","Growth","Extraction","Strategy","Processing","Supplement","Relation"
"GSE119834","GSM3384787","GBM67 [RNA-Seq]","cell line: 3291 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036430 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672089"
"GSE119834","GSM3384788","GBM69 [RNA-Seq]","cell line: 3335 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036429 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672090"
"GSE119834","GSM3384789","GBM70 [RNA-Seq]","cell line: 3363 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036428 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672091"
"GSE119834","GSM3384790","GBM71 [RNA-Seq]","cell line: 3367 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036435 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672092"
"GSE119834","GSM3384791","GBM72 [RNA-Seq]","cell line: 3373 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036434 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672093"
"GSE119834","GSM3384792","GBM73 [RNA-Seq]","cell line: 3381 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036433 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672094"
"GSE119834","GSM3384793","GBM74 [RNA-Seq]","cell line: 3463 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036480 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672095"
"GSE119834","GSM3384794","GBM76 [RNA-Seq]","cell line: 3570 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036479 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672096"
"GSE119834","GSM3384795","GBM77 [RNA-Seq]","cell line: 3620 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036478 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672097"
"GSE119834","GSM3384796","GBM78 [RNA-Seq]","cell line: 3665 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036477 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672098"
"GSE119834","GSM3384797","GBM79 [RNA-Seq]","cell line: 3688 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036476 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672099"
"GSE119834","GSM3384798","GBM80 [RNA-Seq]","cell line: DI102 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036475 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672100"
"GSE119834","GSM3384799","GBM81 [RNA-Seq]","cell line: DI36 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036474 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672101"
"GSE119834","GSM3384800","GBM82 [RNA-Seq]","cell line: 2545 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036473 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672102"
"GSE119834","GSM3384801","GBM83 [RNA-Seq]","cell line: 3388 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036472 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672103"
"GSE119834","GSM3384802","GBM84 [RNA-Seq]","cell line: 3438 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036471 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672104"
"GSE119834","GSM3384803","GSC1 [RNA-Seq]","cell line: 3028 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036470 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672105"
"GSE119834","GSM3384804","GSC10 [RNA-Seq]","cell line: HSJD001 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036469 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672106"
"GSE119834","GSM3384805","GSC11 [RNA-Seq]","cell line: RKI | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036468 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672107"
