Model,Tuning,InnerMeanGroupMAE,OuterConnGroup
GO6_ridge,10,9.66552161569198,9
GO6_huber,0.1,9.7112196338156,9
GO6_huber,0.01,9.73547186882622,9
GO6_huber,0.03,9.95936507812721,9
GO6_knn,7,10.2106856278165,9
RNA128_knn,7,10.3300737248687,9
RNA128_knn,5,10.5909135228967,9
All16_ridge,0.3,11.0085064770331,9
BalancedMedianBaseline,0,11.052225503685,9
Mechanism10_ridge,0.3,11.4428383022358,9
GO6_knn,5,11.7409297458925,9
All16_ridge,0.1,11.8164104729419,9
RNA128_knn,3,12.352874606158,9
GO6_knn,3,12.9548413069029,9
Mechanism10_ridge,0.1,12.9865643259848,9
Mechanism10_ridge,10,7.41727626769132,10
Mechanism10_ridge,3,7.55745114573106,10
All16_ridge,3,7.65261103243537,10
Mechanism10_ridge,1,7.68919051169988,10
All16_ridge,10,7.71816102011732,10
Mechanism10_ridge,0.3,7.89693557635126,10
Mechanism10_ridge,30,7.96634572107653,10
Core4_huber,0.01,8.1374684916024,10
All16_ridge,1,8.14822964849492,10
All16_ridge,30,8.18485160257493,10
GO6_knn,7,8.20841498012461,10
Mechanism10_ridge,0.1,8.20964642129213,10
GO6_ridge,3,8.37750530238322,10
GO6_ridge,10,8.41754875657753,10
GO6_huber,0.01,8.43384730479906,10
Mechanism10_ridge,100,8.44986435684231,10
Core4_ridge,3,8.47522958388241,10
MedianBaseline,0,8.48118602652651,10
All16_ridge,100,8.54233402179976,10
Core4_ridge,10,8.56027669621029,10
GO6_ridge,30,8.58559177583234,10
GO6_huber,0.03,8.59082546845505,10
Core4_huber,0.03,8.66695068856596,10
Core4_ridge,30,8.69066130210647,10
GO6_ridge,100,8.70112707185924,10
Core4_ridge,100,8.74709270936778,10
GO6_knn,5,8.8621296876135,10
Core4_ridge,1,8.89872959217727,10
GO6_ridge,1,8.9094628804964,10
GO6_huber,0.1,8.91139754365262,10
GO6_huber,0.3,8.97095642559526,10
Core4_huber,0.1,8.98121012996469,10
Core4_huber,0.3,9.01110191434302,10
GO6_huber,1,9.01160458947401,10
Core4_huber,1,9.02584534792646,10
All16_ridge,0.3,9.26816805628653,10
RNA128_knn,7,9.3633138011353,10
Core4_ridge,0.3,9.42033609281507,10
Core4_ridge,0.1,9.86302507993182,10
GO6_knn,3,10.0678215673897,10
BalancedMedianBaseline,0,10.4563263130175,10
GO6_ridge,0.3,10.4907995217632,10
RNA128_knn,5,10.5780172181565,10
All16_ridge,0.1,11.0086301400991,10
RNA128_knn,3,11.0187706020321,10
GO6_ridge,0.1,12.5356613559082,10
Mechanism10_ridge,30,7.83104659275627,11
All16_ridge,10,7.99019463065057,11
All16_ridge,30,8.10099520327811,11
BalancedMedianBaseline,0,8.20870035628077,11
Mechanism10_ridge,10,8.2132199393809,11
Mechanism10_ridge,100,8.3225399460979,11
GO6_ridge,3,8.41995627901923,11
All16_ridge,100,8.42885719533287,11
Core4_huber,0.01,8.44186245156633,11
GO6_huber,0.01,8.46367539059031,11
GO6_ridge,10,8.54989094091233,11
Core4_ridge,3,8.56765624611421,11
GO6_ridge,30,8.60612609903835,11
GO6_ridge,100,8.61241656539606,11
Core4_ridge,100,8.63311104636944,11
Core4_ridge,10,8.64883014863728,11
Core4_ridge,30,8.65974055360494,11
Core4_ridge,1,8.69740131077782,11
GO6_huber,1,8.70357372923467,11
Core4_huber,1,8.71223753708344,11
GO6_huber,0.3,8.72713419611364,11
GO6_huber,0.03,8.75085548149933,11
Core4_huber,0.3,8.75291044046504,11
GO6_huber,0.1,8.77735370310221,11
Core4_huber,0.1,8.83472887461691,11
Core4_huber,0.03,8.86247904676531,11
GO6_ridge,1,8.88549649662121,11
MedianBaseline,0,9.03926970522069,11
RNA128_knn,7,9.08324504187724,11
Core4_ridge,0.3,9.09290326960283,11
All16_ridge,3,9.23565600940125,11
Mechanism10_ridge,3,9.44064098280469,11
Core4_ridge,0.1,9.44146574551025,11
GO6_knn,5,9.60562329667031,11
RNA128_knn,5,10.0836455053092,11
GO6_ridge,0.3,10.3283606552853,11
GO6_knn,7,10.4202713584344,11
Mechanism10_ridge,1,10.4857978809959,11
RNA128_knn,3,10.6236532474344,11
GO6_knn,3,10.6587065725927,11
Mechanism10_ridge,0.1,10.6652562370676,11
All16_ridge,1,10.7303601632507,11
Mechanism10_ridge,0.3,10.8923027539327,11
GO6_ridge,0.1,11.9578069057525,11
All16_ridge,0.3,12.269341152362,11
All16_ridge,0.1,13.4041346368931,11
Mechanism10_ridge,30,8.6080706583031,12
All16_ridge,10,8.7059170159838,12
All16_ridge,30,8.90462612642344,12
Mechanism10_ridge,10,8.92640735947741,12
Mechanism10_ridge,100,9.08261436915317,12
All16_ridge,100,9.19653324886027,12
GO6_ridge,100,9.39396020685893,12
Core4_ridge,100,9.40095762622566,12
GO6_ridge,30,9.46685108819725,12
Core4_ridge,30,9.48713394865172,12
GO6_ridge,10,9.53761033063302,12
Core4_huber,0.01,9.56923263129779,12
Core4_ridge,10,9.57991710937554,12
GO6_ridge,3,9.58881423029125,12
GO6_huber,0.01,9.60200528475179,12
MedianBaseline,0,9.6313318019398,12
Core4_ridge,3,9.65501565304288,12
GO6_huber,0.03,9.74952627510315,12
GO6_huber,1,9.79468372568288,12
Core4_huber,1,9.80088483313985,12
GO6_huber,0.3,9.82819710440777,12
Core4_huber,0.3,9.84856630556403,12
GO6_ridge,1,9.88121145356303,12
GO6_huber,0.1,9.88575511901115,12
Core4_huber,0.03,9.93682319738146,12
Core4_huber,0.1,9.96723742468967,12
GO6_knn,7,9.97163949887801,12
All16_ridge,3,10.0642681653573,12
Core4_ridge,1,10.0957813401661,12
Mechanism10_ridge,3,10.3028391834474,12
RNA128_knn,7,10.3818247530768,12
GO6_knn,5,10.4441359897001,12
Core4_ridge,0.3,10.6658662598496,12
GO6_knn,3,10.9755756706465,12
Mechanism10_ridge,0.1,11.0013248840475,12
BalancedMedianBaseline,0,11.0097600902522,12
Core4_ridge,0.1,11.166185228633,12
Mechanism10_ridge,1,11.4328777515483,12
Mechanism10_ridge,0.3,11.5667674659386,12
GO6_ridge,0.3,11.6540879750902,12
All16_ridge,1,11.7209406293633,12
RNA128_knn,5,11.7807325977455,12
RNA128_knn,3,12.4428865979385,12
All16_ridge,0.3,13.2411428928173,12
GO6_ridge,0.1,13.5952075966558,12
All16_ridge,0.1,14.1671524257099,12
Mechanism10_ridge,30,9.00743816089815,13
All16_ridge,10,9.02444068315131,13
Mechanism10_ridge,10,9.23768111532977,13
All16_ridge,30,9.27002758182746,13
Mechanism10_ridge,100,9.46199807972475,13
All16_ridge,100,9.56459212729515,13
Core4_huber,0.01,9.59566848107643,13
GO6_ridge,3,9.61321199746992,13
Core4_ridge,3,9.70631628039326,13
GO6_huber,0.01,9.70656928417863,13
GO6_ridge,100,9.74355736700746,13
Core4_ridge,100,9.74463115619899,13
GO6_ridge,10,9.75454181029406,13
