ReferenceKey,Ensembl,MedianLog2TPM
GSE181540_HS_input,ENSG00000142507,7.13943600497916
GSE181540_HS_input,ENSG00000100804,6.99846299109274
GSE181540_HS_input,ENSG00000175793,10.1646458925273
GSE181540_HS_input,ENSG00000004700,7.85521853648337
GSE181540_HS_input,ENSG00000119318,7.64405748878175
GSE181540_HS_input,ENSG00000161970,9.28964573095629
GSE181540_HS_input,ENSG00000163565,7.8817682834283
GSE181540_HS_input,ENSG00000116288,6.99878843761629
GSE181540_adjacent_NS_input,ENSG00000134333,8.21773818513146
GSE181540_adjacent_NS_input,ENSG00000288299,
GSE181540_adjacent_NS_input,ENSG00000111716,6.19209181415261
GSE181540_adjacent_NS_input,ENSG00000166796,-1
GSE181540_adjacent_NS_input,ENSG00000171989,-1
GSE181540_adjacent_NS_input,ENSG00000166816,3.69888737708718
